time_ms,accel_x_mps2,accel_y_mps2,accel_z_mps2
26752700.0,0.98,-6.89,-7.11
26772708.0,0.96,-6.88,-7.18
26792728.0,0.98,-6.79,-7.16
26812756.0,1.0,-6.89,-7.14
26832752.0,0.97,-6.86,-7.14
26852764.0,1.0,-6.87,-7.14
26872788.0,0.95,-6.86,-7.09
26892808.0,0.95,-6.88,-7.13
26912824.0,0.98,-6.83,-7.15
26932836.0,0.98,-6.84,-7.18
26952860.0,0.95,-6.8,-7.12
26972880.0,1.0,-6.86,-7.17
26992896.0,0.97,-6.85,-7.15
27012916.0,0.99,-6.85,-7.2
27032932.0,0.96,-6.84,-7.12
27052952.0,0.97,-6.86,-7.17
27072964.0,0.95,-6.91,-7.09
27092964.0,1.01,-6.87,-7.22
27113016.0,0.99,-6.85,-7.13
27133068.0,0.94,-6.84,-7.13
27153080.0,0.96,-6.89,-7.13
27173092.0,0.92,-6.87,-7.15
27193124.0,0.96,-6.84,-7.13
27213152.0,1.01,-6.88,-7.13
27233172.0,0.97,-6.84,-7.15
27253184.0,0.96,-6.81,-7.13
27273208.0,0.98,-6.83,-7.18
27293236.0,0.99,-6.88,-7.13
27313276.0,0.99,-6.87,-7.11
27333296.0,0.99,-6.83,-7.18
27353316.0,0.96,-6.9,-7.14
27373336.0,0.96,-6.84,-7.16
27393364.0,1.0,-6.88,-7.18
27413372.0,0.98,-6.88,-7.16
27433384.0,0.98,-6.84,-7.15
27453420.0,0.97,-6.83,-7.17
27473444.0,0.97,-6.86,-7.19
27493484.0,0.97,-6.85,-7.15
27513492.0,0.96,-6.86,-7.13
27533520.0,0.99,-6.87,-7.15
27553540.0,0.95,-6.87,-7.13
27573560.0,0.95,-6.82,-7.13
27593556.0,0.98,-6.86,-7.15
27613584.0,0.96,-6.8,-7.13
27633592.0,0.97,-6.85,-7.14
27653616.0,0.94,-6.82,-7.14
27673616.0,0.93,-6.83,-7.17
27693636.0,1.0,-6.85,-7.18
27713664.0,0.96,-6.79,-7.11
27733680.0,0.99,-6.83,-7.14
27753700.0,0.95,-6.87,-7.13
27773716.0,1.0,-6.84,-7.14
27793748.0,0.94,-6.82,-7.15
27813756.0,0.98,-6.82,-7.1
27833772.0,0.98,-6.89,-7.14
27853808.0,0.97,-6.85,-7.15
27873840.0,0.96,-6.84,-7.12
27893884.0,0.96,-6.85,-7.13
27913904.0,0.97,-6.85,-7.13
27933928.0,0.98,-6.85,-7.14
27953944.0,0.95,-6.88,-7.15
27973352.0,0.95,-6.88,-7.15
27993980.0,0.96,-6.86,-7.11
28014004.0,0.96,-6.84,-7.11
28033432.0,0.96,-6.84,-7.11
28053460.0,0.94,-6.86,-7.16
28073484.0,0.93,-6.83,-7.15
28093508.0,0.97,-6.84,-7.17
28113524.0,1.01,-6.87,-7.17
28133572.0,0.98,-6.85,-7.11
28153600.0,0.99,-6.87,-7.11
28173624.0,0.93,-6.87,-7.14
28193628.0,0.94,-6.9,-7.12
28213656.0,0.99,-6.88,-7.15
28233680.0,0.93,-6.85,-7.18
28253700.0,0.92,-6.87,-7.1
28273708.0,0.97,-6.82,-7.13
28293728.0,0.99,-6.83,-7.11
28313760.0,0.91,-6.87,-7.15
28333768.0,0.91,-6.87,-7.15
28353788.0,0.96,-6.88,-7.18
28373804.0,0.97,-6.88,-7.15
28393824.0,0.99,-6.83,-7.12
28413844.0,0.97,-6.82,-7.17
28433856.0,0.95,-6.85,-7.14
28453864.0,0.96,-6.86,-7.18
28473896.0,0.99,-6.86,-7.16
28493932.0,1.0,-6.84,-7.13
28513940.0,0.96,-6.85,-7.15
28533980.0,0.96,-6.86,-7.18
28553996.0,0.96,-6.9,-7.15
28574024.0,0.99,-6.88,-7.17
28594036.0,0.98,-6.83,-7.16
28614052.0,0.96,-6.9,-7.13
28634076.0,0.97,-6.83,-7.14
28654104.0,0.96,-6.83,-7.17
28674144.0,1.01,-6.87,-7.18
28694152.0,0.99,-6.84,-7.17
28714188.0,0.95,-6.81,-7.14
28734204.0,0.97,-6.82,-7.1
28754232.0,0.97,-6.87,-7.1
28774228.0,0.96,-6.86,-7.19
28794256.0,0.96,-6.79,-7.14
28814300.0,0.95,-6.86,-7.08
28834328.0,1.0,-6.85,-7.11
28854364.0,0.93,-6.83,-7.1
28874364.0,1.0,-6.84,-7.18
28894392.0,0.99,-6.82,-7.1
28914408.0,0.95,-6.82,-7.18
28934428.0,0.99,-6.9,-7.12
28954440.0,0.97,-6.88,-7.16
28974464.0,0.97,-6.86,-7.13
28994476.0,0.93,-6.86,-7.17
29014492.0,0.97,-6.83,-7.13
29034512.0,0.98,-6.81,-7.17
29054520.0,0.98,-6.88,-7.15
29074560.0,0.97,-6.83,-7.17
29094572.0,0.95,-6.85,-7.15
29114600.0,0.96,-6.86,-7.18
29134632.0,0.96,-6.85,-7.13
29154656.0,0.94,-6.86,-7.21
29174676.0,0.93,-6.79,-7.13
29194692.0,0.96,-6.81,-7.11
29214704.0,0.96,-6.84,-7.14
29234716.0,0.96,-6.86,-7.16
29254752.0,0.97,-6.86,-7.13
29274760.0,0.93,-6.83,-7.17
29294800.0,0.94,-6.85,-7.13
29314828.0,0.95,-6.9,-7.09
29334844.0,0.96,-6.86,-7.14
29354848.0,0.97,-6.81,-7.16
29374872.0,0.98,-6.85,-7.18
29394896.0,0.99,-6.83,-7.12
29414920.0,0.95,-6.91,-7.15
29434936.0,0.96,-6.84,-7.16
29454952.0,0.99,-6.85,-7.15
29474984.0,0.94,-6.85,-7.13
29495008.0,0.98,-6.87,-7.17
29515028.0,0.98,-6.89,-7.21
29535040.0,0.99,-6.82,-7.11
29555084.0,0.95,-6.83,-7.11
29575108.0,0.92,-6.88,-7.11
29595128.0,0.95,-6.87,-7.12
29615164.0,0.97,-6.86,-7.16
29635176.0,0.96,-6.84,-7.1
29655196.0,0.93,-6.86,-7.14
29675216.0,0.93,-6.85,-7.14
29695228.0,0.96,-6.85,-7.14
29715248.0,0.94,-6.84,-7.15
29735268.0,0.97,-6.85,-7.13
29755288.0,0.96,-6.89,-7.17
29775320.0,0.97,-6.84,-7.18
29795352.0,0.97,-6.87,-7.19
29815372.0,0.98,-6.81,-7.18
29835428.0,1.0,-6.83,-7.11
29855448.0,0.99,-6.89,-7.13
29875472.0,0.97,-6.87,-7.14
29895488.0,0.95,-6.8,-7.15
29915520.0,0.97,-6.81,-7.15
29935552.0,0.9,-6.84,-7.15
29955568.0,0.96,-6.85,-7.16
29975584.0,0.96,-6.86,-7.14
29995604.0,0.99,-6.89,-7.13
30015644.0,0.96,-6.83,-7.18
30035668.0,0.99,-6.87,-7.14
30055684.0,0.96,-6.87,-7.17
30075696.0,0.91,-6.86,-7.17
30095728.0,0.98,-6.82,-7.1
30115736.0,0.98,-6.83,-7.15
30135760.0,0.94,-6.86,-7.19
30155780.0,0.96,-6.86,-7.16
30175808.0,0.98,-6.85,-7.16
30195852.0,0.95,-6.82,-7.18
30215864.0,0.97,-6.84,-7.17
30235876.0,1.0,-6.84,-7.17
30255904.0,0.97,-6.89,-7.17
30275936.0,0.95,-6.83,-7.15
30295956.0,1.01,-6.86,-7.21
30315992.0,0.97,-6.85,-7.17
30336016.0,0.95,-6.89,-7.09
30356020.0,0.98,-6.85,-7.15
30376044.0,0.93,-6.86,-7.18
30396052.0,0.94,-6.85,-7.11
30416092.0,0.99,-6.83,-7.18
30436116.0,0.96,-6.86,-7.12
30456148.0,0.98,-6.87,-7.15
30476156.0,0.99,-6.86,-7.18
30496172.0,0.95,-6.86,-7.16
30515600.0,0.95,-6.86,-7.16
30535636.0,0.93,-6.83,-7.14
30555684.0,0.96,-6.87,-7.12
30575704.0,0.97,-6.87,-7.18
30595700.0,0.93,-6.83,-7.15
30615752.0,0.97,-6.85,-7.11
30635768.0,0.99,-6.87,-7.09
30655784.0,0.94,-6.86,-7.11
30675792.0,1.0,-6.87,-7.16
30695820.0,0.98,-6.87,-7.15
30715844.0,0.96,-6.84,-7.11
30735856.0,0.99,-6.87,-7.14
30755872.0,1.0,-6.86,-7.22
30775900.0,0.96,-6.87,-7.15
30795948.0,0.97,-6.84,-7.17
30815972.0,0.97,-6.82,-7.16
30835992.0,0.95,-6.85,-7.07
30856004.0,0.94,-6.84,-7.12
30876044.0,0.97,-6.86,-7.2
30896064.0,0.95,-6.83,-7.14
30916088.0,0.98,-6.85,-7.12
30936124.0,0.96,-6.88,-7.11
30956136.0,0.98,-6.85,-7.11
30976172.0,0.94,-6.83,-7.13
30996196.0,0.96,-6.86,-7.21
31016204.0,0.98,-6.86,-7.18
31036220.0,0.97,-6.86,-7.17
31056252.0,0.97,-6.83,-7.17
31076268.0,0.91,-6.89,-7.15
31096308.0,1.01,-6.86,-7.14
31116348.0,0.97,-6.85,-7.15
31136360.0,0.95,-6.87,-7.13
31156404.0,0.98,-6.86,-7.14
31176428.0,0.96,-6.82,-7.15
31196444.0,0.99,-6.82,-7.16
31216452.0,0.99,-6.88,-7.15
31236488.0,0.97,-6.87,-7.14
31256516.0,0.97,-6.82,-7.18
31276528.0,0.94,-6.87,-7.2
31296540.0,0.94,-6.84,-7.1
31316556.0,0.95,-6.89,-7.12
31336604.0,0.97,-6.82,-7.14
31356624.0,0.92,-6.81,-7.23
31376640.0,0.94,-6.88,-7.19
31396652.0,0.98,-6.83,-7.14
31416676.0,0.96,-6.85,-7.1
31436696.0,0.96,-6.89,-7.2
31456700.0,0.98,-6.81,-7.12
31476720.0,1.0,-6.88,-7.12
31496756.0,0.95,-6.85,-7.1
31516780.0,0.96,-6.83,-7.15
31536792.0,0.99,-6.84,-7.19
31556812.0,0.99,-6.82,-7.1
31576832.0,0.97,-6.86,-7.09
31596844.0,0.92,-6.86,-7.14
31616856.0,0.96,-6.87,-7.18
31636880.0,0.99,-6.87,-7.16
31656904.0,1.01,-6.85,-7.14
31676920.0,1.0,-6.86,-7.17
31696952.0,0.96,-6.87,-7.22
31716968.0,0.96,-6.83,-7.18
31737012.0,0.99,-6.84,-7.12
31757040.0,0.99,-6.91,-7.14
31777064.0,1.01,-6.82,-7.04
31797064.0,0.97,-6.84,-7.18
31817096.0,0.96,-6.86,-7.16
31837120.0,0.96,-6.9,-7.13
31857144.0,1.0,-6.87,-7.14
31877156.0,0.96,-6.84,-7.11
31897172.0,0.92,-6.85,-7.17
31917220.0,0.99,-6.84,-7.19
31937244.0,0.96,-6.91,-7.12
31957268.0,1.01,-6.85,-7.18
31977272.0,0.98,-6.79,-7.16
31997304.0,0.97,-6.83,-7.16
32017320.0,0.99,-6.86,-7.19
32037336.0,0.99,-6.87,-7.16
32057352.0,0.95,-6.85,-7.12
32077376.0,0.95,-6.87,-7.13
32097420.0,0.99,-6.83,-7.13
32117432.0,0.99,-6.85,-7.18
32137436.0,0.94,-6.84,-7.18
32157460.0,0.95,-6.84,-7.15
32177480.0,0.94,-6.86,-7.16
32197492.0,0.96,-6.84,-7.12
32217512.0,0.97,-6.86,-7.14
32237536.0,0.96,-6.82,-7.14
32257572.0,0.96,-6.86,-7.15
32277612.0,0.96,-6.84,-7.16
32297620.0,0.93,-6.85,-7.12
32317648.0,0.98,-6.83,-7.19
32337668.0,0.99,-6.84,-7.15
32357700.0,0.97,-6.86,-7.17
32377716.0,0.96,-6.85,-7.14
32397732.0,0.96,-6.87,-7.11
32417772.0,0.97,-6.87,-7.1
32437800.0,0.98,-6.82,-7.19
32457820.0,0.95,-6.84,-7.18
32477824.0,0.98,-6.84,-7.13
32497840.0,0.94,-6.89,-7.18
32517860.0,0.99,-6.87,-7.11
32537880.0,0.94,-6.86,-7.25
32557892.0,0.94,-6.84,-7.14
32577928.0,0.96,-6.85,-7.13
32597952.0,0.95,-6.81,-7.17
32617976.0,0.93,-6.87,-7.12
32638008.0,0.97,-6.79,-7.08
32658012.0,0.95,-6.82,-7.1
32678044.0,0.98,-6.84,-7.15
32698064.0,0.97,-6.83,-7.14
32718068.0,0.96,-6.85,-7.12
32738088.0,0.94,-6.87,-7.16
32758112.0,0.97,-6.87,-7.15
32778132.0,0.97,-6.89,-7.1
32798140.0,0.97,-6.87,-7.17
32818168.0,0.97,-6.86,-7.13
32838208.0,0.99,-6.9,-7.13
32858228.0,0.97,-6.87,-7.18
32878232.0,0.97,-6.83,-7.12
32898268.0,0.99,-6.85,-7.14
32918296.0,0.95,-6.83,-7.14
32938324.0,0.97,-6.87,-7.13
32958332.0,0.95,-6.84,-7.16
32978336.0,0.97,-6.85,-7.15
32998364.0,0.97,-6.85,-7.1
33018388.0,0.95,-6.83,-7.17
33038424.0,0.98,-6.86,-7.16
33058420.0,0.95,-6.79,-7.14
33078472.0,0.97,-6.85,-7.1
33097888.0,0.97,-6.85,-7.1
33117908.0,0.99,-6.85,-7.11
33137916.0,0.96,-6.81,-7.1
33157940.0,0.94,-6.84,-7.15
33177972.0,0.99,-6.86,-7.14
33197988.0,0.97,-6.85,-7.15
33217996.0,0.98,-6.88,-7.14
33238016.0,0.96,-6.88,-7.1
33258036.0,0.95,-6.86,-7.17
33278088.0,1.01,-6.84,-7.14
33298100.0,0.95,-6.84,-7.1
33318112.0,0.95,-6.86,-7.08
33338132.0,1.0,-6.86,-7.1
33358164.0,0.99,-6.84,-7.14
33378172.0,1.01,-6.83,-7.16
33398188.0,0.99,-6.83,-7.16
33418224.0,0.95,-6.84,-7.09
33438252.0,0.97,-6.84,-7.12
33458292.0,1.0,-6.85,-7.17
33478296.0,0.98,-6.83,-7.13
33498332.0,0.95,-6.86,-7.16
33518356.0,0.93,-6.84,-7.13
33538388.0,0.97,-6.83,-7.1
33558396.0,0.98,-6.85,-7.14
33578412.0,0.99,-6.87,-7.13
33598452.0,1.01,-6.82,-7.13
33618496.0,0.94,-6.84,-7.21
33638528.0,0.95,-6.85,-7.19
33658528.0,0.96,-6.87,-7.15
33678560.0,0.99,-6.84,-7.18
33698580.0,0.97,-6.89,-7.09
33718616.0,0.97,-6.85,-7.17
33738612.0,0.96,-6.83,-7.11
33758632.0,0.98,-6.87,-7.15
33778672.0,0.99,-6.82,-7.12
33798708.0,0.96,-6.85,-7.08
33818716.0,0.97,-6.82,-7.09
33838720.0,0.95,-6.83,-7.14
33858760.0,0.91,-6.86,-7.11
33878784.0,0.95,-6.85,-7.14
33898808.0,1.0,-6.88,-7.15
33918800.0,0.94,-6.88,-7.17
33938832.0,0.96,-6.85,-7.2
33958852.0,0.97,-6.87,-7.15
33978872.0,0.92,-6.83,-7.19
33998908.0,0.95,-6.83,-7.14
34018924.0,0.97,-6.84,-7.13
34038964.0,0.95,-6.83,-7.12
34058984.0,0.98,-6.8,-7.18
34079000.0,0.96,-6.8,-7.15
34099012.0,0.98,-6.88,-7.07
34119032.0,0.98,-6.86,-7.16
34139048.0,0.93,-6.82,-7.2
34159060.0,0.98,-6.86,-7.14
34179068.0,0.96,-6.85,-7.12
34199096.0,0.94,-6.87,-7.16
34219148.0,0.94,-6.83,-7.14
34239152.0,0.98,-6.81,-7.21
34259180.0,0.96,-6.88,-7.11
34279208.0,0.99,-6.81,-7.04
34299224.0,0.96,-6.83,-7.2
34319244.0,0.96,-6.83,-7.18
34339260.0,0.96,-6.83,-7.14
34359288.0,0.95,-6.91,-7.13
34379320.0,0.97,-6.9,-7.12
34399340.0,0.95,-6.83,-7.22
34419348.0,0.94,-6.8,-7.15
34439368.0,0.94,-6.85,-7.13
34459392.0,0.96,-6.9,-7.11
34479416.0,0.94,-6.85,-7.2
34499420.0,0.96,-6.8,-7.18
34519440.0,0.97,-6.82,-7.18
34539460.0,0.97,-6.89,-7.11
34559500.0,0.96,-6.89,-7.12
34579544.0,0.99,-6.82,-7.14
34599552.0,0.95,-6.85,-7.16
34619576.0,0.98,-6.86,-7.12
34639604.0,0.93,-6.9,-7.11
34659632.0,0.96,-6.89,-7.14
34679640.0,0.97,-6.84,-7.17
34699664.0,1.02,-6.86,-7.12
34719700.0,0.99,-6.86,-7.14
34739736.0,0.95,-6.83,-7.13
34759772.0,0.97,-6.89,-7.14
34779776.0,0.96,-6.86,-7.19
34799800.0,0.94,-6.85,-7.12
34819832.0,0.96,-6.82,-7.13
34839856.0,1.01,-6.85,-7.09
34859868.0,0.95,-6.84,-7.15
34879896.0,0.95,-6.82,-7.14
34899908.0,0.93,-6.85,-7.14
34919928.0,0.99,-6.84,-7.05
34939940.0,0.98,-6.86,-7.17
34959944.0,0.97,-6.87,-7.16
34979992.0,0.98,-6.87,-7.1
35000020.0,0.96,-6.85,-7.11
35020036.0,0.99,-6.85,-7.14
35040052.0,0.94,-6.9,-7.13
35060080.0,0.98,-6.88,-7.2
35080100.0,1.0,-6.84,-7.16
35100120.0,0.93,-6.83,-7.16
35120140.0,0.98,-6.83,-7.16
35140164.0,0.94,-6.85,-7.1
35160192.0,0.96,-6.83,-7.12
35180212.0,0.96,-6.89,-7.19
35200252.0,0.95,-6.79,-7.2
35220272.0,0.92,-6.86,-7.12
35240304.0,0.94,-6.84,-7.23
35260324.0,0.94,-6.86,-7.2
35280340.0,0.96,-6.84,-7.16
35300356.0,0.96,-6.85,-7.1
35320376.0,0.94,-6.88,-7.13
35340416.0,0.94,-6.86,-7.23
35360432.0,0.98,-6.85,-7.19
35380444.0,0.95,-6.84,-7.14
35400460.0,0.96,-6.8,-7.18
35420484.0,0.97,-6.9,-7.15
35440488.0,0.95,-6.86,-7.16
35460500.0,0.99,-6.87,-7.13
35480520.0,0.96,-6.88,-7.15
35500540.0,1.0,-6.85,-7.16
35520572.0,0.94,-6.84,-7.12
35540584.0,0.96,-6.84,-7.14
35560628.0,0.96,-6.86,-7.17
35580648.0,0.97,-6.81,-7.13
35600668.0,0.92,-6.87,-7.16
35620680.0,0.99,-6.82,-7.2
35640700.0,0.99,-6.84,-7.15
35660724.0,0.98,-6.84,-7.14
35680752.0,0.92,-6.83,-7.12
35700780.0,0.96,-6.88,-7.12
35720200.0,0.96,-6.88,-7.12
35740220.0,0.97,-6.85,-7.13
35760264.0,0.96,-6.87,-7.2
35780276.0,0.98,-6.82,-7.16
35800304.0,0.99,-6.82,-7.11
35820328.0,0.95,-6.83,-7.16
35840352.0,0.97,-6.83,-7.14
35860368.0,0.98,-6.84,-7.15
35880372.0,0.93,-6.83,-7.13
35900396.0,0.98,-6.87,-7.13
35920412.0,0.96,-6.86,-7.19
35940448.0,0.96,-6.84,-7.15
35960444.0,0.94,-6.9,-7.18
35980468.0,0.98,-6.88,-7.16
36000488.0,0.93,-6.88,-7.11
36020496.0,0.97,-6.82,-7.13
36040516.0,0.96,-6.83,-7.14
36060548.0,1.0,-6.84,-7.16
36080580.0,1.0,-6.87,-7.15
36100604.0,1.0,-6.84,-7.12
36120632.0,0.96,-6.85,-7.19
36140648.0,0.97,-6.85,-7.2
36160676.0,0.95,-6.84,-7.14
36180696.0,0.95,-6.82,-7.18
36200708.0,0.95,-6.82,-7.18
36220720.0,0.95,-6.85,-7.16
36240752.0,0.97,-6.85,-7.11
36260772.0,0.96,-6.85,-7.09
36280792.0,0.98,-6.86,-7.13
36300812.0,0.98,-6.82,-7.2
36320832.0,0.98,-6.88,-7.13
36340872.0,0.97,-6.86,-7.13
36360884.0,1.0,-6.84,-7.23
36380900.0,0.97,-6.85,-7.12
36400928.0,0.96,-6.85,-7.16
36420952.0,0.94,-6.84,-7.14
36440968.0,0.95,-6.81,-7.16
36460992.0,0.98,-6.84,-7.15
36481008.0,0.99,-6.86,-7.15
36501044.0,0.97,-6.82,-7.15
36521100.0,0.97,-6.88,-7.13
36541112.0,0.94,-6.77,-7.15
36561152.0,0.96,-6.83,-7.15
36581168.0,0.95,-6.86,-7.16
36601200.0,0.98,-6.84,-7.18
36621220.0,0.96,-6.85,-7.11
36641236.0,0.96,-6.87,-7.08
36661256.0,0.96,-6.83,-7.17
36681268.0,0.97,-6.89,-7.11
36701312.0,0.97,-6.85,-7.13
36721328.0,0.99,-6.85,-7.13
36741360.0,0.98,-6.84,-7.12
36761384.0,0.98,-6.86,-7.11
36781408.0,0.99,-6.85,-7.17
36801416.0,0.98,-6.87,-7.15
36821436.0,0.94,-6.89,-7.13
36841456.0,0.95,-6.81,-7.14
36861492.0,0.96,-6.86,-7.15
36881536.0,0.95,-6.83,-7.16
36901548.0,0.97,-6.86,-7.12
36921576.0,0.96,-6.84,-7.11
36941608.0,1.01,-6.81,-7.09
36961632.0,0.97,-6.82,-7.16
36981652.0,0.96,-6.82,-7.14
37001668.0,0.95,-6.88,-7.15
37021668.0,0.97,-6.79,-7.16
37041696.0,1.02,-6.88,-7.17
37061732.0,0.98,-6.86,-7.09
37081736.0,0.93,-6.85,-7.21
37101760.0,0.97,-6.85,-7.15
37121784.0,0.96,-6.87,-7.18
37141808.0,0.92,-6.84,-7.13
37161820.0,0.98,-6.86,-7.13
37181840.0,0.97,-6.85,-7.1
37201856.0,0.97,-6.82,-7.13
37221884.0,0.96,-6.84,-7.13
37241920.0,0.94,-6.85,-7.11
37261928.0,0.95,-6.86,-7.1
37281948.0,1.0,-6.86,-7.19
37301960.0,0.96,-6.85,-7.13
37321980.0,0.98,-6.82,-7.19
37342004.0,0.96,-6.85,-7.13
37362032.0,0.94,-6.87,-7.14
37382052.0,0.98,-6.85,-7.17
37402072.0,0.98,-6.85,-7.16
37422108.0,0.98,-6.85,-7.16
37442124.0,0.97,-6.89,-7.17
37462180.0,0.97,-6.88,-7.17
37482200.0,0.99,-6.83,-7.08
37502212.0,1.0,-6.84,-7.14
37522228.0,0.96,-6.88,-7.12
37542276.0,0.93,-6.85,-7.14
37562304.0,0.96,-6.86,-7.16
37582328.0,0.98,-6.85,-7.18
37602340.0,0.98,-6.86,-7.17
37622352.0,0.97,-6.86,-7.12
37642404.0,0.97,-6.85,-7.17
37662424.0,0.95,-6.84,-7.13
37682436.0,0.98,-6.83,-7.1
37702452.0,0.95,-6.84,-7.07
37722484.0,0.98,-6.89,-7.12
37742504.0,0.95,-6.85,-7.19
37762520.0,0.96,-6.84,-7.15
37782524.0,0.95,-6.82,-7.18
37802560.0,0.97,-6.85,-7.19
37822608.0,0.95,-6.85,-7.15
37842620.0,0.97,-6.84,-7.13
37862640.0,0.93,-6.86,-7.16
37882664.0,0.99,-6.84,-7.15
37902688.0,0.94,-6.88,-7.13
37922708.0,0.97,-6.86,-7.18
37942720.0,0.95,-6.82,-7.15
37962728.0,0.96,-6.86,-7.13
37982748.0,0.96,-6.86,-7.12
38002784.0,0.96,-6.88,-7.17
38022792.0,0.98,-6.82,-7.14
38042832.0,1.0,-6.92,-7.13
38062852.0,0.98,-6.82,-7.15
38082272.0,0.98,-6.82,-7.15
38102292.0,0.97,-6.83,-7.18
38122916.0,0.98,-6.89,-7.15
38142332.0,0.98,-6.89,-7.15
38162348.0,1.01,-6.84,-7.15
38182976.0,0.98,-6.83,-7.1
38202984.0,0.95,-6.86,-7.1
38222396.0,0.95,-6.86,-7.1
38243028.0,0.95,-6.84,-7.18
38263028.0,0.95,-6.85,-7.15
38283052.0,1.01,-6.85,-7.17
38302468.0,1.01,-6.85,-7.17
38322500.0,0.95,-6.86,-7.12
38342512.0,0.97,-6.83,-7.15
38362524.0,0.98,-6.82,-7.13
38382556.0,0.99,-6.84,-7.2
38402596.0,0.96,-6.86,-7.12
38422628.0,0.98,-6.85,-7.14
38442628.0,0.97,-6.84,-7.13
38462668.0,0.99,-6.89,-7.14
38482680.0,0.93,-6.86,-7.14
38502704.0,0.99,-6.88,-7.14
38522708.0,0.98,-6.88,-7.18
38542736.0,0.94,-6.86,-7.13
38562752.0,0.97,-6.85,-7.14
38582780.0,0.96,-6.85,-7.14
38602812.0,0.97,-6.85,-7.12
38622824.0,0.97,-6.85,-7.22
38642856.0,0.96,-6.84,-7.12
38662884.0,0.98,-6.86,-7.14
38682904.0,0.96,-6.86,-7.18
38702920.0,0.97,-6.87,-7.09
38722952.0,0.98,-6.85,-7.16
38742960.0,0.94,-6.83,-7.14
38762972.0,0.95,-6.88,-7.08
38782988.0,0.95,-6.88,-7.08
38803012.0,0.97,-6.87,-7.15
38823068.0,0.96,-6.86,-7.11
38843088.0,0.95,-6.83,-7.17
38863100.0,0.95,-6.86,-7.09
38883120.0,0.96,-6.85,-7.11
38903144.0,0.98,-6.88,-7.12
38923164.0,0.98,-6.86,-7.08
38943172.0,0.98,-6.87,-7.12
38963180.0,1.03,-6.84,-7.15
38983208.0,0.98,-6.86,-7.18
39003248.0,0.95,-6.87,-7.1
39023256.0,0.99,-6.87,-7.12
39043292.0,0.96,-6.83,-7.13
39063316.0,0.97,-6.82,-7.12
39083348.0,0.96,-6.83,-7.15
39103356.0,0.96,-6.83,-7.13
39123380.0,0.97,-6.84,-7.12
39143416.0,0.94,-6.81,-7.12
39163448.0,0.96,-6.87,-7.13
39183496.0,0.95,-6.84,-7.05
39203508.0,0.92,-6.88,-7.16
39223548.0,0.96,-6.86,-7.19
39243568.0,0.95,-6.81,-7.15
39263604.0,0.97,-6.89,-7.18
39283612.0,0.97,-6.85,-7.18
39303632.0,0.99,-6.84,-7.13
39323652.0,0.96,-6.85,-7.12
39343680.0,0.94,-6.8,-7.14
39363696.0,0.95,-6.84,-7.09
39383696.0,0.97,-6.87,-7.15
39403728.0,0.96,-6.84,-7.14
39423736.0,0.97,-6.87,-7.1
39443764.0,0.94,-6.87,-7.12
39463772.0,1.0,-6.89,-7.12
39483800.0,0.98,-6.8,-7.19
39503816.0,0.96,-6.83,-7.12
39523864.0,0.95,-6.88,-7.14
39543876.0,0.95,-6.85,-7.16
39563884.0,0.97,-6.84,-7.18
39583936.0,0.95,-6.84,-7.19
39603956.0,0.96,-6.85,-7.15
39623984.0,0.98,-6.84,-7.19
39643996.0,0.95,-6.84,-7.1
39664024.0,0.98,-6.87,-7.23
39684040.0,0.97,-6.86,-7.15
39704044.0,0.98,-6.85,-7.13
39724048.0,0.98,-6.88,-7.14
39744068.0,0.98,-6.86,-7.14
39764100.0,0.95,-6.86,-7.18
39784116.0,0.99,-6.85,-7.14
39804140.0,0.96,-6.88,-7.16
39824168.0,0.99,-6.84,-7.1
39844184.0,0.93,-6.86,-7.07
39864196.0,1.0,-6.86,-7.14
39884212.0,0.96,-6.85,-7.12
39904260.0,0.98,-6.84,-7.12
